"1";"GK00013";"nannpaheaven";"1";"2015-02-02";"1";"1";"20000";"50";"12";"0";"0";"NULL";"3";"20";"2015-01-30 09:00:00";"2015-02-02 12:40:00";"2015-01-30 08:16:00";"0000-00-00 00:00:00"
"2";"GK00014";"nannpaheaven";"1";"2015-02-05";"1";"1";"10000";"36";"6";"0";"0";"NULL";"3";"12";"2015-02-02 15:00:00";"2015-02-05 12:00:00";"2015-02-02 08:00:00";"0000-00-00 00:00:00"
"3";"GK0001";"tsukuba";"1";"2015-02-28";"2";"1";"19800";"120";"8";"0";"0";"NULL";"3";"20";"2015-02-05 13:30:00";"2015-02-09 17:00:00";"2015-02-09 08:00:00";"0000-00-00 00:00:00"
"4";"GK0002";"tsukuba";"1";"2015-02-28";"2";"1";"19800";"120";"8";"0";"0";"NULL";"3";"20";"2015-02-05 13:30:00";"2015-02-09 17:00:00";"2015-02-09 08:00:00";"0000-00-00 00:00:00"
"5";"GK0003";"tsukuba";"1";"2015-02-28";"2";"1";"19800";"120";"8";"0";"0";"NULL";"3";"17";"2015-02-05 13:30:00";"2015-02-09 14:25:00";"2015-02-09 08:00:00";"0000-00-00 00:00:00"
"6";"GK0004";"akasuri";"1";"2015-02-28";"1";"1";"82080";"240";"48";"0";"0";"NULL";"3";"33";"2015-02-05 13:30:00";"2015-02-11 14:18:00";"2015-02-13 08:00:00";"0000-00-00 00:00:00"
"7";"GK0006";"bazx008";"6";"2015-02-11";"2";"1";"19440";"120";"8";"0";"0";"NULL";"3";"24";"2015-02-09 14:07:00";"2015-02-12 13:30:00";"2015-02-10 08:00:00";"0000-00-00 00:00:00"
"8";"GK0009";"wosyuret_kouhen";"6";"2015-02-14";"2";"1";"19440";"120";"8";"0";"0";"NULL";"3";"19";"2015-02-10 12:00:00";"2015-02-12 14:25:00";"2015-02-12 08:00:00";"0000-00-00 00:00:00"
"9";"GK0007";"bazx005";"6";"2015-02-12";"2";"1";"19440";"120";"8";"0";"0";"NULL";"3";"26";"2015-02-10 08:00:00";"2015-02-12 17:30:00";"2015-02-11 08:00:00";"0000-00-00 00:00:00"
"10";"GK0008";"wosyuret";"6";"2015-02-14";"2";"1";"19440";"120";"8";"0";"0";"NULL";"3";"25";"2015-02-10 15:30:00";"2015-02-16 08:00:00";"2015-02-13 08:00:00";"0000-00-00 00:00:00"
"11";"GK0005";"bazooka_kodukuri";"1";"2015-02-16";"1";"1";"82080";"240";"48";"0";"0";"NULL";"3";"61";"2015-02-10 15:30:00";"2015-02-20 12:00:00";"2015-02-18 08:00:00";"0000-00-00 00:00:00"
"12";"GK0010";"bazooka_keiren";"1";"2015-02-18";"1";"1";"82080";"240";"48";"0";"0";"NULL";"3";"55";"2015-02-11 15:08:00";"2015-02-20 13:39:00";"2015-02-18 08:00:00";"0000-00-00 00:00:00"
"13";"GK0012";"himitsu_kyousei";"1";"2015-03-02";"1";"1";"41040";"120";"24";"0";"0";"NULL";"3";"28";"2015-02-20 15:00:00";"2015-02-25 13:51:00";"2015-02-25 08:00:00";"0000-00-00 00:00:00"
"14";"GK0013";"tomono";"3";"2015-02-27";"2";"1";"9720";"60";"4";"0";"0";"NULL";"3";"17";"2015-02-24 08:00:00";"2015-02-25 17:00:00";"2015-02-25 08:00:00";"0000-00-00 00:00:00"
"15";"GK0014";"tomono";"3";"2015-02-27";"2";"1";"9720";"60";"4";"0";"0";"NULL";"3";"10";"2015-02-24 08:00:00";"2015-02-25 09:27:00";"2015-02-25 08:00:00";"0000-00-00 00:00:00"
"16";"GK0015";"hosino";"3";"2015-02-27";"2";"1";"14580";"90";"6";"0";"0";"NULL";"3";"20";"2015-02-24 08:00:00";"2015-02-26 11:21:00";"2015-02-25 08:00:00";"0000-00-00 00:00:00"
"17";"GK0016";"NTSU";"5";"2015-03-13";"2";"1";"38880";"240";"16";"0";"0";"NULL";"3";"14";"2015-02-25 09:27:00";"2015-02-26 15:25:00";"2015-02-27 08:00:00";"0000-00-00 00:00:00"
"18";"GK0011";"scoop mansyon";"1";"2015-03-03";"1";"1";"82080";"240";"48";"0";"0";"NULL";"3";"68";"2015-02-17 13:15:00";"2015-02-27 17:00:00";"2015-02-25 08:00:00";"0000-00-00 00:00:00"
"19";"GK0017";"ucyuu natsume";"1";"2015-03-12";"1";"1";"23750";"150";"30";"0";"0";"NULL";"3";"62";"2015-02-27 12:00:00";"2015-03-11 12:03:00";"2015-03-05 08:00:00";"0000-00-00 00:00:00"
"20";"GK0019";"ODFP R-1";"7";"2015-03-11";"1";"1";"41040";"120";"24";"0";"0";"NULL";"3";"38";"2015-03-03 15:56:00";"2015-03-11 13:35:00";"2015-03-06 08:00:00";"0000-00-00 00:00:00"
"21";"GK0020";"ODFP R-2";"7";"2015-03-11";"1";"1";"41040";"120";"24";"0";"0";"NULL";"3";"41";"2015-03-03 16:20:00";"2015-03-11 13:14:00";"2015-03-06 08:00:00";"0000-00-00 00:00:00"
"22";"GK0018";"call girl";"1";"2015-03-16";"1";"1";"38000";"240";"48";"0";"0";"NULL";"3";"60";"2015-03-03 13:30:00";"2015-03-13 17:00:00";"2015-03-10 08:00:00";"0000-00-00 00:00:00"
"23";"GK0021";"fuyutsuki";"3";"2015-03-17";"2";"1";"19440";"120";"8";"0";"0";"NULL";"3";"33";"2015-03-12 08:00:00";"2015-03-17 14:51:00";"2015-03-13 08:00:00";"0000-00-00 00:00:00"
