301,2014-11-07,1,4,2,1.75,1,1,breakfast
302,2014-11-07,1,4,2,2.25,1,1,coffee
303,2014-11-08,1,4,2,3.5,1,1,"eggs, mee char"
304,2014-11-09,1,4,2,1.85,1,1,"eggs, water"
305,2014-11-10,1,1,2,20,2,1,
306,2014-11-10,1,4,2,4.5,1,1,lunch
307,2014-11-10,1,4,2,0.55,1,1,water
308,2014-11-11,1,4,2,4,1,1,lunch
309,2014-11-11,1,4,2,13.15,1,1,"eggs, olive oil, black pepper"
310,2014-11-12,1,4,2,4,1,1,lunch
311,2014-11-12,1,4,2,1.1,1,1,water
312,2014-11-12,1,17,2,25,2,1,electricity 11/1-11/6
313,2014-11-13,1,4,2,4,1,1,lunch
314,2014-11-13,1,4,2,2.85,1,1,"water, eggs"
315,2014-11-13,1,8,2,3,2,1,gas
316,2014-11-13,1,8,2,5,2,1,
317,2014-11-13,1,8,2,0.25,2,1,parking
318,2014-11-13,1,3,2,197.5,2,1,hot water
319,2014-11-13,1,4,2,4.5,1,1,takoyaki
320,2014-11-13,1,4,2,1.2,1,1,tea
321,2014-11-14,1,2,1,1050,2,1,Manager PC
322,2014-11-14,1,2,1,525,2,1,Staff PC
323,2014-11-14,1,2,1,150,2,1,Printer
324,2014-11-14,1,2,1,24,2,1,extension cord
325,2014-11-14,1,2,1,60,2,1,UPS
326,2014-11-14,1,3,2,10,2,1,Hot shower
327,2014-11-14,1,3,2,1.2,1,1,sandal
328,2014-11-14,1,4,2,8.375,1,1,lunch
329,2014-11-14,1,2,1,5,2,1,USB cord
330,2014-11-14,1,15,2,311,2,1,Install & one month 16Mbps
331,2014-11-15,1,3,2,140,2,1,microwave
332,2014-11-15,1,3,2,135,1,1,blender
333,2014-11-15,1,4,2,28.5,1,1,lunch
334,2014-11-15,1,2,1,275,2,1,UPS
335,2014-11-15,1,2,1,13,2,1,Wireless USB
336,2014-11-15,1,3,2,40,1,1,shelf for clothes
337,2014-11-15,1,3,2,44.9,1,1,"kitchen goods, flavors, oatmeals"
338,2014-11-15,1,8,2,0.25,2,1,parking
339,2014-11-15,1,11,2,15,2,1,top up 15$ for sorya
340,2014-11-15,1,11,2,10,2,1,top up 10$ for suon
341,2014-11-16,1,8,2,0.25,2,1,parking
342,2014-11-16,1,2,1,639,1,1,smart phone
343,2014-11-16,1,2,1,106.45,1,1,"mouse, speaker"
344,2014-11-16,1,4,2,2.3,1,1,coffee
345,2014-11-16,1,7,3,160,1,1,party with Mr.Konishi
346,2014-11-16,1,8,2,0.25,2,1,parking
347,2014-11-17,1,2,1,30.6,2,1,"bulb, extension cord, wire"
348,2014-11-17,1,2,1,150,2,1,water server
349,2014-11-17,1,2,1,56,2,1,shoes box
350,2014-11-17,1,8,2,0.125,2,1,parking
351,2014-11-17,1,3,2,2.35,1,1,"water, eggs"
352,2014-11-17,1,8,2,4,2,1,gas
353,2014-11-17,1,4,2,2.2,1,1,juice
354,2014-11-17,1,4,2,4,1,1,lunch
355,2014-11-18,1,2,1,66.39,1,1,"books, poster, mini shelf, A4paper, "
356,2014-11-18,1,2,1,15,2,1,USB for wifi
357,2014-11-18,1,2,1,39,2,1,ladder
358,2014-11-18,1,4,2,4,1,1,lunch
359,2014-11-19,1,4,2,4,1,1,lunch
360,2014-11-19,1,2,1,50,2,1,Water bottle 20L 10 bottle
361,2014-11-19,1,2,1,36,2,1,"Extension cord 5, socket"
362,2014-11-19,1,2,1,30,2,1,dust box
363,2014-11-19,1,2,1,5,2,1,boric acid
364,2014-11-19,1,3,2,14,1,1,"hose, socket, lock"
365,2014-11-19,1,8,2,207,2,1,trip for Visa
366,2014-11-19,1,6,2,10,2,1,hotel
367,2014-11-20,1,4,2,4,1,1,lunch
368,2014-11-20,1,2,1,4.5,2,1,repair and install power plug
369,2014-11-20,1,13,1,2.5,1,1,footsal with suon
370,2014-11-20,1,3,2,12.45,1,1,"food, hook"
371,2014-11-20,1,3,2,1.3,1,1,soap
372,2014-11-21,1,4,2,4,1,1,lunch
373,2014-11-21,1,2,1,50,2,1,curtain
374,2014-11-21,1,16,2,100,1,1,VND2130000
375,2014-11-22,1,12,2,35,2,1,Business visa
376,2014-11-22,1,8,2,4.25,2,1,
377,2014-11-22,1,3,2,30,1,1,"towels, laundry"
378,2014-11-22,1,4,2,1.35,1,1,eggs
379,2014-11-22,1,7,3,500,1,1,extragavant
380,2014-11-24,1,4,2,4,1,1,lunch
381,2014-11-24,1,2,1,3120,2,1,6 PC with WIFI card
